NAME,EMOTION
Amir_265.jpg,HAPPINESS
Amir_266.jpg,DISGUST
Amir_267.jpg,DISGUST
Amir_268.jpg,DISGUST
Amir_269.jpg,DISGUST
Amir_27.jpg,DISGUST
Amir_270.jpg,DISGUST
Amir_272.jpg,DISGUST
Amir_274.jpg,SURPRISE
Amir_275.jpg,HAPPINESS
Amir_276.jpg,HAPPINESS
Amir_277.jpg,DISGUST
Amir_278.jpg,DISGUST
Amir_28.jpg,DISGUST
Amir_280.jpg,DISGUST
Amir_29.jpg,DISGUST
Amir_3.jpg,DISGUST
Amir_30.jpg,DISGUST
Amir_31.jpg,DISGUST
Amir_32.jpg,DISGUST
Amir_34.jpg,DISGUST
Amir_35.jpg,DISGUST
Amir_36.jpg,DISGUST
Amir_38.jpg,DISGUST
Amir_39.jpg,ANGER
Amir_4.jpg,DISGUST
Amir_40.jpg,DISGUST
Amir_41.jpg,HAPPINESS
Amir_42.jpg,DISGUST
Amir_43.jpg,HAPPINESS
Amir_44.jpg,HAPPINESS
Amir_45.jpg,DISGUST
Amir_47.jpg,HAPPINESS
Amir_48.jpg,HAPPINESS
Amir_49.jpg,HAPPINESS
Amir_5.jpg,DISGUST
Amir_50.jpg,HAPPINESS
Amir_52.jpg,DISGUST
Amir_53.jpg,HAPPINESS
Amir_54.jpg,HAPPINESS
Amir_55.jpg,HAPPINESS
Amir_56.jpg,HAPPINESS
Amir_57.jpg,DISGUST
Amir_59.jpg,HAPPINESS
Amir_6.jpg,DISGUST
Amir_60.jpg,DISGUST
Amir_62.jpg,DISGUST
Amir_65.jpg,DISGUST
Amir_66.jpg,ANGER
Amir_68.jpg,DISGUST
Amir_69.jpg,DISGUST
Amir_7.jpg,HAPPINESS
Amir_71.jpg,DISGUST
Amir_73.jpg,DISGUST
Amir_74.jpg,DISGUST
Amir_8.jpg,HAPPINESS
Amir_81.jpg,DISGUST
Amir_82.jpg,DISGUST
Amir_83.jpg,DISGUST
Amir_84.jpg,DISGUST
Amir_86.jpg,DISGUST
Amir_87.jpg,DISGUST
Amir_88.jpg,DISGUST
Amir_89.jpg,DISGUST
Amir_9.jpg,HAPPINESS
Amir_90.jpg,DISGUST
AamirKhan_1.jpg,NEUTRAL
AamirKhan_10.jpg,NEUTRAL
AamirKhan_100.jpg,NEUTRAL
AamirKhan_101.jpg,NEUTRAL
AamirKhan_102.jpg,NEUTRAL
AamirKhan_103.jpg,NEUTRAL
AamirKhan_104.jpg,NEUTRAL
AamirKhan_105.jpg,SURPRISE
AamirKhan_107.jpg,HAPPINESS
AamirKhan_108.jpg,HAPPINESS
AamirKhan_109.jpg,HAPPINESS
AamirKhan_11.jpg,ANGER
AamirKhan_111.jpg,ANGER
AamirKhan_112.jpg,NEUTRAL
AamirKhan_113.jpg,NEUTRAL
AamirKhan_114.jpg,NEUTRAL
AamirKhan_116.jpg,NEUTRAL
AamirKhan_117.jpg,SURPRISE
AamirKhan_118.jpg,SURPRISE
AamirKhan_119.jpg,SURPRISE
AamirKhan_12.jpg,SURPRISE
AamirKhan_120.jpg,SURPRISE
AamirKhan_121.jpg,NEUTRAL
AamirKhan_123.jpg,SURPRISE
AamirKhan_124.jpg,NEUTRAL
AamirKhan_125.jpg,NEUTRAL
AamirKhan_126.jpg,NEUTRAL
AamirKhan_127.jpg,NEUTRAL
AamirKhan_128.jpg,NEUTRAL
AamirKhan_129.jpg,NEUTRAL
AamirKhan_13.jpg,NEUTRAL
AamirKhan_131.jpg,ANGER
AamirKhan_132.jpg,ANGER
AamirKhan_133.jpg,ANGER
AamirKhan_134.jpg,ANGER
AamirKhan_135.jpg,ANGER
AamirKhan_136.jpg,ANGER
AamirKhan_137.jpg,ANGER
AamirKhan_138.jpg,NEUTRAL
AamirKhan_139.jpg,NEUTRAL
AamirKhan_140.jpg,NEUTRAL
AamirKhan_141.jpg,NEUTRAL
AamirKhan_142.jpg,NEUTRAL
AamirKhan_143.jpg,SURPRISE
AamirKhan_144.jpg,SURPRISE
AamirKhan_145.jpg,SURPRISE
AamirKhan_146.jpg,NEUTRAL
AamirKhan_147.jpg,NEUTRAL
AamirKhan_148.jpg,NEUTRAL
AamirKhan_149.jpg,NEUTRAL
AamirKhan_150.jpg,SURPRISE
AamirKhan_151.jpg,SURPRISE
AamirKhan_153.jpg,ANGER
AamirKhan_154.jpg,ANGER
AamirKhan_155.jpg,SURPRISE
AamirKhan_156.jpg,SURPRISE
AamirKhan_157.jpg,SURPRISE
AamirKhan_158.jpg,SURPRISE
AamirKhan_159.jpg,SURPRISE
AamirKhan_16.jpg,NEUTRAL
AamirKhan_160.jpg,SURPRISE
AamirKhan_162.jpg,HAPPINESS
AamirKhan_163.jpg,HAPPINESS
AamirKhan_164.jpg,HAPPINESS
AamirKhan_165.jpg,SURPRISE
AamirKhan_166.jpg,SURPRISE
AamirKhan_167.jpg,SURPRISE
AamirKhan_168.jpg,SURPRISE
AamirKhan_169.jpg,NEUTRAL
AamirKhan_170.jpg,NEUTRAL
AamirKhan_171.jpg,NEUTRAL
AamirKhan_172.jpg,NEUTRAL
AamirKhan_173.jpg,SURPRISE
AamirKhan_175.jpg,SURPRISE
AamirKhan_176.jpg,SURPRISE
AamirKhan_177.jpg,SURPRISE
AamirKhan_178.jpg,HAPPINESS
AamirKhan_179.jpg,HAPPINESS
AamirKhan_18.jpg,NEUTRAL
AamirKhan_180.jpg,NEUTRAL
AamirKhan_181.jpg,DISGUST
AamirKhan_182.jpg,DISGUST
AamirKhan_183.jpg,HAPPINESS
AamirKhan_184.jpg,DISGUST
AamirKhan_185.jpg,DISGUST
AamirKhan_186.jpg,DISGUST
AamirKhan_187.jpg,DISGUST
AamirKhan_188.jpg,FEAR
AamirKhan_189.jpg,NEUTRAL
AamirKhan_19.jpg,NEUTRAL
AamirKhan_190.jpg,DISGUST
AamirKhan_191.jpg,DISGUST
AamirKhan_192.jpg,SURPRISE
AamirKhan_193.jpg,SURPRISE
AamirKhan_194.jpg,SURPRISE
AamirKhan_195.jpg,SURPRISE
AamirKhan_196.jpg,SURPRISE
AamirKhan_197.jpg,SURPRISE
AamirKhan_198.jpg,SURPRISE
AamirKhan_199.jpg,NEUTRAL
AamirKhan_2.jpg,NEUTRAL
AamirKhan_20.jpg,HAPPINESS
AamirKhan_200.jpg,NEUTRAL
AamirKhan_201.jpg,SADNESS
AamirKhan_202.jpg,SADNESS
AamirKhan_203.jpg,HAPPINESS
AamirKhan_204.jpg,HAPPINESS
AamirKhan_205.jpg,SADNESS
AamirKhan_206.jpg,SADNESS
AamirKhan_207.jpg,SADNESS
AamirKhan_208.jpg,SADNESS
AamirKhan_209.jpg,SADNESS
AamirKhan_21.jpg,NEUTRAL
AamirKhan_210.jpg,NEUTRAL
AamirKhan_211.jpg,NEUTRAL
AamirKhan_212.jpg,NEUTRAL
AamirKhan_213.jpg,NEUTRAL
AamirKhan_214.jpg,NEUTRAL
AamirKhan_215.jpg,SURPRISE
AamirKhan_216.jpg,SURPRISE
AamirKhan_217.jpg,SADNESS
AamirKhan_218.jpg,HAPPINESS
AamirKhan_219.jpg,HAPPINESS
AamirKhan_22.jpg,HAPPINESS
AamirKhan_220.jpg,NEUTRAL
AamirKhan_221.jpg,HAPPINESS
AamirKhan_222.jpg,HAPPINESS
AamirKhan_224.jpg,HAPPINESS
AamirKhan_226.jpg,HAPPINESS
AamirKhan_227.jpg,HAPPINESS
AamirKhan_228.jpg,NEUTRAL
AamirKhan_229.jpg,HAPPINESS
AamirKhan_23.jpg,HAPPINESS
AamirKhan_230.jpg,HAPPINESS
AamirKhan_231.jpg,HAPPINESS
AamirKhan_232.jpg,HAPPINESS
AamirKhan_233.jpg,HAPPINESS
AamirKhan_234.jpg,NEUTRAL
AamirKhan_235.jpg,NEUTRAL
AamirKhan_236.jpg,NEUTRAL
AamirKhan_237.jpg,NEUTRAL
AamirKhan_238.jpg,NEUTRAL
AamirKhan_239.jpg,HAPPINESS
AamirKhan_240.jpg,HAPPINESS
AamirKhan_241.jpg,HAPPINESS
AamirKhan_242.jpg,SURPRISE
AamirKhan_243.jpg,SURPRISE
AamirKhan_244.jpg,SURPRISE
AamirKhan_246.jpg,SURPRISE
AamirKhan_247.jpg,SURPRISE
AamirKhan_248.jpg,SURPRISE
AamirKhan_249.jpg,SURPRISE
AamirKhan_25.jpg,SURPRISE
AamirKhan_250.jpg,HAPPINESS
AamirKhan_251.jpg,HAPPINESS
AamirKhan_252.jpg,HAPPINESS
AamirKhan_253.jpg,HAPPINESS
AamirKhan_254.jpg,HAPPINESS
AamirKhan_256.jpg,HAPPINESS
AamirKhan_257.jpg,HAPPINESS
AamirKhan_258.jpg,HAPPINESS
AamirKhan_259.jpg,NEUTRAL
AamirKhan_26.jpg,NEUTRAL
AamirKhan_260.jpg,SURPRISE
AamirKhan_261.jpg,NEUTRAL
AamirKhan_262.jpg,HAPPINESS
AamirKhan_263.jpg,HAPPINESS
AamirKhan_264.jpg,NEUTRAL
AamirKhan_265.jpg,NEUTRAL
AamirKhan_266.jpg,NEUTRAL
AamirKhan_267.jpg,NEUTRAL
AamirKhan_268.jpg,NEUTRAL
AamirKhan_269.jpg,NEUTRAL
AamirKhan_27.jpg,NEUTRAL
AamirKhan_270.jpg,NEUTRAL
AamirKhan_272.jpg,NEUTRAL
AamirKhan_274.jpg,NEUTRAL
AamirKhan_275.jpg,HAPPINESS
AamirKhan_276.jpg,HAPPINESS
AamirKhan_277.jpg,HAPPINESS
AamirKhan_278.jpg,HAPPINESS
AamirKhan_279.jpg,NEUTRAL
AamirKhan_28.jpg,NEUTRAL
AamirKhan_280.jpg,NEUTRAL
AamirKhan_281.jpg,NEUTRAL
AamirKhan_282.jpg,NEUTRAL
AamirKhan_283.jpg,NEUTRAL
AamirKhan_284.jpg,NEUTRAL
AamirKhan_286.jpg,NEUTRAL
AamirKhan_29.jpg,NEUTRAL
AamirKhan_30.jpg,NEUTRAL
AamirKhan_31.jpg,NEUTRAL
AamirKhan_33.jpg,NEUTRAL
AamirKhan_34.jpg,NEUTRAL
AamirKhan_36.jpg,NEUTRAL
AamirKhan_37.jpg,NEUTRAL
AamirKhan_38.jpg,NEUTRAL
AamirKhan_39.jpg,NEUTRAL
AamirKhan_40.jpg,ANGER
AamirKhan_41.jpg,ANGER
AamirKhan_43.jpg,ANGER
AamirKhan_44.jpg,ANGER
AamirKhan_45.jpg,ANGER
AamirKhan_47.jpg,ANGER
AamirKhan_49.jpg,HAPPINESS
AamirKhan_50.jpg,HAPPINESS
AamirKhan_51.jpg,HAPPINESS
AamirKhan_52.jpg,HAPPINESS
AamirKhan_53.jpg,HAPPINESS
AamirKhan_54.jpg,FEAR
AamirKhan_55.jpg,FEAR
AamirKhan_56.jpg,FEAR
AamirKhan_57.jpg,FEAR
AamirKhan_59.jpg,FEAR
AamirKhan_60.jpg,FEAR
AamirKhan_61.jpg,NEUTRAL
AamirKhan_62.jpg,NEUTRAL
AamirKhan_63.jpg,NEUTRAL
AamirKhan_64.jpg,NEUTRAL
AamirKhan_65.jpg,NEUTRAL
AamirKhan_66.jpg,NEUTRAL
AamirKhan_67.jpg,NEUTRAL
AamirKhan_68.jpg,ANGER
AamirKhan_69.jpg,ANGER
AamirKhan_70.jpg,ANGER
AamirKhan_71.jpg,NEUTRAL
AamirKhan_72.jpg,NEUTRAL
AamirKhan_75.jpg,NEUTRAL
AamirKhan_76.jpg,NEUTRAL
AamirKhan_77.jpg,SURPRISE
AamirKhan_78.jpg,SURPRISE
AamirKhan_79.jpg,SURPRISE
AamirKhan_8.jpg,SURPRISE
AamirKhan_80.jpg,SURPRISE
AamirKhan_81.jpg,SURPRISE
AamirKhan_82.jpg,HAPPINESS
AamirKhan_83.jpg,HAPPINESS
AamirKhan_84.jpg,NEUTRAL
AamirKhan_85.jpg,NEUTRAL
AamirKhan_86.jpg,NEUTRAL
AamirKhan_87.jpg,NEUTRAL
AamirKhan_88.jpg,NEUTRAL
AamirKhan_89.jpg,NEUTRAL
AamirKhan_9.jpg,NEUTRAL
AamirKhan_90.jpg,NEUTRAL
AamirKhan_91.jpg,NEUTRAL
AamirKhan_92.jpg,NEUTRAL
AamirKhan_93.jpg,NEUTRAL
AamirKhan_96.jpg,NEUTRAL
AamirKhan_97.jpg,NEUTRAL
AmirKhan_1.jpg,NEUTRAL
AmirKhan_10.jpg,NEUTRAL
AmirKhan_12.jpg,HAPPINESS
AmirKhan_13.jpg,NEUTRAL
AmirKhan_14.jpg,NEUTRAL
AmirKhan_15.jpg,NEUTRAL
AmirKhan_16.jpg,NEUTRAL
AmirKhan_17.jpg,NEUTRAL
AmirKhan_18.jpg,NEUTRAL
AmirKhan_19.jpg,NEUTRAL
AmirKhan_22.jpg,NEUTRAL
AmirKhan_23.jpg,NEUTRAL
AmirKhan_25.jpg,NEUTRAL
AmirKhan_27.jpg,NEUTRAL
AmirKhan_28.jpg,NEUTRAL
AmirKhan_29.jpg,NEUTRAL
AmirKhan_30.jpg,NEUTRAL
AmirKhan_31.jpg,NEUTRAL
AmirKhan_32.jpg,NEUTRAL
AmirKhan_33.jpg,HAPPINESS
AmirKhan_34.jpg,NEUTRAL
AmirKhan_35.jpg,SADNESS
AmirKhan_36.jpg,NEUTRAL
AmirKhan_37.jpg,NEUTRAL
AmirKhan_38.jpg,NEUTRAL
AmirKhan_39.jpg,NEUTRAL
AmirKhan_40.jpg,NEUTRAL
AmirKhan_41.jpg,NEUTRAL
AmirKhan_42.jpg,NEUTRAL
AmirKhan_43.jpg,HAPPINESS
AmirKhan_44.jpg,HAPPINESS
AmirKhan_45.jpg,HAPPINESS
AmirKhan_46.jpg,HAPPINESS
AmirKhan_47.jpg,ANGER
AmirKhan_48.jpg,ANGER
AmirKhan_49.jpg,SURPRISE
AmirKhan_50.jpg,NEUTRAL
AmirKhan_51.jpg,DISGUST
AmirKhan_52.jpg,DISGUST
AmirKhan_53.jpg,DISGUST
AmirKhan_54.jpg,NEUTRAL
AmirKhan_55.jpg,DISGUST
AmirKhan_56.jpg,DISGUST
AmirKhan_57.jpg,DISGUST
AmirKhan_58.jpg,DISGUST
AmirKhan_59.jpg,NEUTRAL
AmirKhan_6.jpg,NEUTRAL
AmirKhan_60.jpg,DISGUST
AmirKhan_61.jpg,SADNESS
AmirKhan_62.jpg,SADNESS
AmirKhan_63.jpg,FEAR
AmirKhan_64.jpg,ANGER
AmirKhan_65.jpg,NEUTRAL
AmirKhan_66.jpg,FEAR
AmirKhan_67.jpg,NEUTRAL
AmirKhan_8.jpg,NEUTRAL
11_Aarthi_62.jpg,NEUTRAL
11_Aarthi_10.jpg,NEUTRAL
11_Aarthi_11.jpg,NEUTRAL
11_Aarthi_12.jpg,NEUTRAL
11_Aarthi_14.jpg,SADNESS
11_Aarthi_15.jpg,ANGER
11_Aarthi_16.jpg,SADNESS
11_Aarthi_17.jpg,NEUTRAL
11_Aarthi_18.jpg,NEUTRAL
11_Aarthi_19.jpg,NEUTRAL
11_Aarthi_2.jpg,NEUTRAL
11_Aarthi_20.jpg,NEUTRAL
11_Aarthi_21.jpg,HAPPINESS
11_Aarthi_22.jpg,HAPPINESS
11_Aarthi_23.jpg,HAPPINESS
11_Aarthi_24.jpg,HAPPINESS
11_Aarthi_25.jpg,HAPPINESS
11_Aarthi_26.jpg,HAPPINESS
11_Aarthi_27.jpg,HAPPINESS
11_Aarthi_28.jpg,HAPPINESS
11_Aarthi_29.jpg,HAPPINESS
11_Aarthi_3.jpg,NEUTRAL
11_Aarthi_30.jpg,HAPPINESS
11_Aarthi_31.jpg,HAPPINESS
11_Aarthi_32.jpg,SADNESS
11_Aarthi_33.jpg,HAPPINESS
11_Aarthi_34.jpg,HAPPINESS
11_Aarthi_35.jpg,HAPPINESS
11_Aarthi_36.jpg,HAPPINESS
11_Aarthi_37.jpg,HAPPINESS
11_Aarthi_38.jpg,HAPPINESS
11_Aarthi_39.jpg,HAPPINESS
11_Aarthi_4.jpg,NEUTRAL
11_Aarthi_40.jpg,NEUTRAL
11_Aarthi_41.jpg,NEUTRAL
11_Aarthi_42.jpg,SADNESS
11_Aarthi_44.jpg,SADNESS
11_Aarthi_45.jpg,SADNESS
11_Aarthi_46.jpg,SADNESS
11_Aarthi_47.jpg,NEUTRAL
11_Aarthi_48.jpg,NEUTRAL
11_Aarthi_49.jpg,NEUTRAL
11_Aarthi_5.jpg,NEUTRAL
11_Aarthi_50.jpg,SADNESS
11_Aarthi_51.jpg,SADNESS
11_Aarthi_52.jpg,SADNESS
11_Aarthi_53.jpg,SADNESS
11_Aarthi_54.jpg,NEUTRAL
11_Aarthi_55.jpg,NEUTRAL
11_Aarthi_57.jpg,NEUTRAL
11_Aarthi_58.jpg,NEUTRAL
11_Aarthi_59.jpg,SADNESS
11_Aarthi_6.jpg,NEUTRAL
11_Aarthi_60.jpg,NEUTRAL
11_Aarthi_61.jpg,NEUTRAL
11_Aarthi_62.jpg,NEUTRAL
11_Aarthi_7.jpg,NEUTRAL
11_Aarthi_8.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_14.jpg,NEUTRAL
Aarthi_77.jpg,ANGER
Aarthi_77.jpg,ANGER
Aarthi_77.jpg,SADNESS
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_21.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,SURPRISE
Aarthi_77.jpg,SURPRISE
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,NEUTRAL
Aarthi_35.jpg,NEUTRAL
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,SURPRISE
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,NEUTRAL
Aarthi_42.jpg,NEUTRAL
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,ANGER
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,SADNESS
Aarthi_77.jpg,NEUTRAL
Aarthi_56.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,SURPRISE
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,ANGER
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_7.jpg,HAPPINESS
Aarthi_70.jpg,SURPRISE
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,SADNESS
Aarthi_77.jpg,NEUTRAL
Aarthi_77.jpg,SURPRISE
Aarthi_77.jpg,HAPPINESS
Aarthi_77.jpg,HAPPINESS
1_Aarthi_156.jpg,NEUTRAL
1_Aarthi_1.jpg,NEUTRAL
1_Aarthi_10.jpg,HAPPINESS
1_Aarthi_100.jpg,HAPPINESS
1_Aarthi_101.jpg,NEUTRAL
1_Aarthi_102.jpg,NEUTRAL
1_Aarthi_103.jpg,HAPPINESS
1_Aarthi_104.jpg,HAPPINESS
1_Aarthi_105.jpg,HAPPINESS
1_Aarthi_106.jpg,NEUTRAL
1_Aarthi_107.jpg,HAPPINESS
1_Aarthi_108.jpg,HAPPINESS
1_Aarthi_109.jpg,HAPPINESS
1_Aarthi_111.jpg,HAPPINESS
1_Aarthi_112.jpg,HAPPINESS
1_Aarthi_113.jpg,HAPPINESS
1_Aarthi_114.jpg,HAPPINESS
1_Aarthi_116.jpg,NEUTRAL
1_Aarthi_117.jpg,NEUTRAL
1_Aarthi_119.jpg,NEUTRAL
1_Aarthi_12.jpg,NEUTRAL
1_Aarthi_120.jpg,NEUTRAL
1_Aarthi_122.jpg,NEUTRAL
1_Aarthi_123.jpg,FEAR
1_Aarthi_127.jpg,FEAR
1_Aarthi_128.jpg,SADNESS
1_Aarthi_129.jpg,SADNESS
1_Aarthi_13.jpg,SADNESS
1_Aarthi_135.jpg,SADNESS
1_Aarthi_136.jpg,SADNESS
1_Aarthi_14.jpg,SADNESS
1_Aarthi_140.jpg,NEUTRAL
1_Aarthi_146.jpg,NEUTRAL
1_Aarthi_147.jpg,SADNESS
1_Aarthi_148.jpg,SADNESS
1_Aarthi_149.jpg,SADNESS
1_Aarthi_15.jpg,SADNESS
1_Aarthi_151.jpg,NEUTRAL
1_Aarthi_152.jpg,SADNESS
1_Aarthi_153.jpg,NEUTRAL
1_Aarthi_154.jpg,NEUTRAL
1_Aarthi_155.jpg,HAPPINESS
1_Aarthi_156.jpg,HAPPINESS
1_Aarthi_16.jpg,SADNESS
1_Aarthi_17.jpg,SADNESS
1_Aarthi_2.jpg,NEUTRAL
1_Aarthi_21.jpg,NEUTRAL
1_Aarthi_23.jpg,NEUTRAL
1_Aarthi_28.jpg,SADNESS
1_Aarthi_29.jpg,SADNESS
1_Aarthi_3.jpg,NEUTRAL
1_Aarthi_31.jpg,NEUTRAL
1_Aarthi_32.jpg,NEUTRAL
1_Aarthi_33.jpg,NEUTRAL
1_Aarthi_34.jpg,NEUTRAL
1_Aarthi_35.jpg,SADNESS
1_Aarthi_36.jpg,SADNESS
1_Aarthi_37.jpg,SADNESS
1_Aarthi_38.jpg,SADNESS
1_Aarthi_39.jpg,SADNESS
1_Aarthi_4.jpg,NEUTRAL
1_Aarthi_40.jpg,NEUTRAL
1_Aarthi_41.jpg,SADNESS
1_Aarthi_42.jpg,SADNESS
1_Aarthi_43.jpg,SADNESS
1_Aarthi_44.jpg,SADNESS
1_Aarthi_45.jpg,SADNESS
1_Aarthi_46.jpg,SADNESS
1_Aarthi_49.jpg,SADNESS
1_Aarthi_5.jpg,NEUTRAL
1_Aarthi_50.jpg,NEUTRAL
1_Aarthi_51.jpg,NEUTRAL
1_Aarthi_52.jpg,SADNESS
1_Aarthi_53.jpg,SADNESS
1_Aarthi_54.jpg,SADNESS
1_Aarthi_56.jpg,SADNESS
